,Unnamed: 0,X,Y,B,G,R,Gx,Gy
250,322818,70,42,208,135,0,0.0,0.0
34484,4374,74,2,242,161,0,0.07313727383716523,0.05474926718086332
8518,467368,33,84,55,111,79,0.0,0.0
3103,340854,52,6,209,121,0,0.0,0.0
35991,5881,43,16,146,97,5,-0.03826297667586875,-0.09632405027258556
9565,258142,14,70,57,85,192,0.0,0.0
24553,207652,3,40,74,64,179,0.0,0.0
900,572092,95,16,251,202,0,0.0,0.0
9188,55484,62,47,170,116,15,0.0,0.0
28293,577260,48,12,192,118,16,0.0,0.0
10721,440411,61,71,80,135,0,0.0,0.0
29882,115952,74,88,27,195,0,0.0,0.0
3120,484788,10,60,66,80,205,0.0,0.0
30402,292,58,36,104,86,99,0.03088667636830605,0.03088667636830605
20468,139853,16,45,84,76,223,0.0,0.0
12660,601100,89,8,253,206,0,0.0,0.0
21441,578003,55,55,109,114,79,0.0,0.0
12461,514750,14,6,89,69,142,0.0,0.0
19620,421743,72,47,179,129,0,0.0,0.0
10539,76073,69,69,91,136,0,0.0,0.0
1650,153841,58,89,40,172,0,0.0,0.0
21434,218422,12,38,84,60,223,0.0,0.0
14180,190350,28,65,69,92,147,0.0,0.0
12184,306097,0,65,52,69,131,0.0,0.0
14149,413159,85,35,246,162,0,0.0,0.0
35076,4966,36,50,82,85,62,-0.015699044804238282,-0.04715256350368319
11131,293220,69,32,234,146,0,0.0,0.0
17265,377644,25,8,108,78,115,0.0,0.0
22984,274043,76,27,254,170,0,0.0,0.0
16602,387600,27,20,115,86,134,0.0,0.0
1956,332658,69,89,33,183,0,0.0,0.0
34537,4427,78,5,246,178,0,0.014723162687942437,-0.014723162687942437
21186,560369,76,65,112,138,0,0.0,0.0
34810,4700,60,47,89,98,25,-0.048418578457614166,-0.032252644421814865
30925,815,70,46,123,94,66,0.06712694158311132,0.016733781794646463
7387,240868,39,40,119,89,125,0.0,0.0
12140,5902,59,2,228,133,0,0.0,0.0
8468,183934,63,66,92,133,0,0.0,0.0
11208,247656,8,56,67,71,203,0.0,0.0
36145,6035,48,39,51,74,147,-0.05474926718086332,0.07313727383716523
13167,601364,91,72,93,157,0,0.0,0.0
17873,5053,50,53,113,106,98,0.0,0.0
30214,104,74,69,86,122,0,-0.05077710678338576,-0.05077710678338576
4813,135174,69,61,127,123,0,0.0,0.0
20178,208838,15,26,81,64,205,0.0,0.0
24735,102711,39,96,35,138,0,0.0,0.0
36655,6545,69,18,186,113,17,-0.016733781794646463,0.06712694158311132
17455,334598,89,50,205,144,0,0.0,0.0
16329,94682,59,62,104,116,53,0.0,0.0
3618,290573,42,85,48,131,23,0.0,0.0
121,586497,40,61,83,101,111,0.0,0.0
4577,150715,27,58,76,90,163,0.0,0.0
37170,7060,66,33,60,85,85,-0.08000000000000003,0.08000000000000003
1148,89714,8,66,63,65,203,0.0,0.0
3547,266444,99,0,252,201,0,0.0,0.0
10671,97076,83,56,155,127,0,0.0,0.0
33715,3605,47,9,152,95,72,0.10335206051617353,0.06157568056677825
31504,1394,49,75,59,105,15,-0.05474926718086332,-0.07313727383716523
30310,200,71,62,125,87,44,0.06712694158311132,-0.016733781794646463
12408,30334,7,18,86,65,189,0.0,0.0
29230,167114,92,90,32,202,0,0.0,0.0
2493,549005,60,45,133,112,51,0.0,0.0
13592,383157,81,49,197,139,0,0.0,0.0
15665,18308,85,64,142,144,0,0.0,0.0
13674,300058,38,98,34,134,0,0.0,0.0
20993,42533,30,45,93,85,164,0.0,0.0
20967,315918,0,14,74,61,155,0.0,0.0
26812,428678,43,10,172,110,42,0.0,0.0
8138,69805,7,1,75,57,134,0.0,0.0
35618,5508,29,61,64,81,183,-0.04511221032887475,0.13826517935484947
2937,326352,5,76,52,77,164,0.0,0.0
26139,289598,33,10,133,91,83,0.0,0.0
8134,346759,12,39,81,74,222,0.0,0.0
12928,441148,69,8,255,170,0,0.0,0.0
3528,109139,5,47,69,70,190,0.0,0.0
15725,41086,15,98,31,95,91,0.0,0.0
10648,589066,67,46,167,121,0,0.0,0.0
4097,3828,38,28,134,96,117,0.0,0.0
7708,482872,91,44,222,151,0,0.0,0.0
16141,53020,36,60,78,94,136,0.0,0.0
13486,450864,67,52,146,120,0,0.0,0.0
7793,155830,78,78,69,176,0,0.0,0.0
37542,7432,20,75,62,76,157,0.0,0.09164721253127672
15885,347017,14,97,33,101,89,0.0,0.0
36118,6008,79,41,140,115,0,-0.01842431943322176,-0.0927510698353074
25772,61037,18,5,94,70,129,0.0,0.0
25782,100558,18,38,95,80,214,0.0,0.0
6807,390044,51,64,86,115,82,0.0,0.0
6258,242025,50,97,44,143,0,0.0,0.0
26581,439653,54,13,211,125,0,0.0,0.0
27603,356680,12,88,43,91,135,0.0,0.0
520,434302,99,34,254,178,0,0.0,0.0
19957,376506,13,70,59,83,191,0.0,0.0
26311,360678,52,91,36,155,0,0.0,0.0
16954,561741,90,37,245,164,0,0.0,0.0
12505,295546,93,86,48,195,0,0.0,0.0
33509,3399,41,38,121,83,99,0.0927510698353074,-0.01842431943322176
21610,303551,75,19,255,175,0,0.0,0.0
3579,372804,76,68,101,145,0,0.0,0.0
16063,458893,47,81,54,134,27,0.0,0.0
17324,167988,1,64,54,70,138,0.0,0.0
9282,243503,67,3,252,161,0,0.0,0.0
1117,592340,0,20,78,64,134,0.0,0.0
29580,35979,63,63,102,125,9,0.0,0.0
3994,233458,64,2,250,152,0,0.0,0.0
4749,447030,27,90,49,108,76,0.0,0.0
2878,441633,73,93,17,202,0,0.0,0.0
13539,443957,97,17,252,202,0,0.0,0.0
348,237247,3,19,83,54,178,0.0,0.0
4847,12262,23,90,42,101,91,0.0,0.0
13090,371931,67,95,22,195,0,0.0,0.0
3469,104709,61,17,232,141,0,0.0,0.0
25950,294632,83,89,18,201,0,0.0,0.0
15294,86327,74,79,61,167,0,0.0,0.0
3706,384968,99,60,167,144,0,0.0,0.0
25361,83762,47,86,41,132,0,0.0,0.0
32715,2605,30,17,136,85,63,0.1308992675592447,0.0214106195359553
16305,505955,24,83,54,100,114,0.0,0.0
214,429553,51,85,46,142,0,0.0,0.0
3634,178655,9,59,65,74,202,0.0,0.0
4072,57760,85,28,252,174,0,0.0,0.0
32489,2379,49,16,110,91,85,0.014723162687942437,-0.014723162687942437
30567,457,90,56,121,105,0,0.04715256350368319,-0.015699044804238282
1664,523368,1,52,58,65,120,0.0,0.0
2842,530940,78,52,172,134,0,0.0,0.0
24076,342657,70,9,93,77,67,-0.0,0.0
33586,3476,49,39,47,79,143,-0.08000000000000003,0.08000000000000003
15498,291820,55,32,184,116,28,0.0,0.0
1450,197660,2,20,82,66,169,0.0,0.0
26618,493875,2,75,50,80,145,0.0,0.0
10901,132313,39,77,57,109,86,0.0,0.0
19247,195183,77,43,205,137,0,0.0,0.0
29664,578236,57,88,44,160,0,0.0,0.0
37290,7180,27,30,99,74,149,0.08000000000000003,0.08000000000000003
24383,278033,16,17,97,76,169,0.0,0.0
27312,435723,13,55,68,76,215,0.0,0.0
11693,195905,84,65,121,144,0,0.0,0.0
4343,574307,17,31,92,78,203,0.0,0.0
28275,225199,81,43,216,139,0,0.0,0.0
34896,4786,51,28,96,84,115,0.014723162687942437,0.014723162687942437
3116,498891,53,61,29,115,12,-0.0,0.0
24266,70405,13,1,81,61,131,0.0,0.0
7137,343853,83,33,250,166,0,0.0,0.0
10098,449445,53,33,175,116,59,0.0,0.0
513,226070,90,14,254,198,0,0.0,0.0
27784,529002,59,14,233,147,0,0.0,-0.0
19391,482530,88,2,250,199,0,0.0,0.0
8928,257154,4,82,44,82,148,0.0,0.0
32545,2435,21,36,72,67,209,-0.0214106195359553,0.1308992675592447
7751,379537,45,29,156,106,89,0.0,0.0
31438,1328,44,69,85,68,132,0.04715256350368319,0.015699044804238282
19759,46833,74,73,86,153,0,0.0,0.0
19027,575558,31,5,123,86,81,0.0,0.0
25454,30951,13,35,88,70,217,0.0,0.0
26783,128385,0,49,60,63,140,0.0,0.0
33672,3562,56,40,62,95,46,-0.10335206051617353,-0.06157568056677825
4216,322921,71,45,199,134,0,0.0,0.0
28722,579866,74,18,255,176,0,0.0,0.0
8574,362928,76,64,114,138,0,0.0,0.0
22405,201424,41,12,178,106,0,0.0,0.0
12104,371530,63,94,31,185,0,0.0,0.0
9724,337412,17,64,73,86,203,0.0,0.0
17964,570940,83,64,124,141,0,0.0,0.0
14763,436161,17,93,38,100,97,0.0,0.0
6352,33092,34,76,55,105,108,0.0,0.0
6561,171595,37,71,65,107,110,0.0,0.0
17982,538080,51,20,190,117,24,0.0,0.0
25962,176883,91,87,31,198,0,0.0,0.0
7275,401937,71,85,45,179,0,0.0,0.0
17724,305953,99,21,253,197,0,0.0,0.0
16177,486077,23,49,84,71,211,0.0,0.0
4282,48477,91,17,252,200,0,0.0,0.0
8542,455127,10,15,88,69,181,0.0,0.0
12147,304848,88,16,252,197,0,0.0,0.0
12136,235527,85,99,4,210,0,0.0,0.0
30416,306,59,37,102,88,93,0.014723162687942437,0.014723162687942437
30038,500047,65,75,74,153,0,0.0,0.0
5665,100024,13,4,90,65,145,0.0,0.0
3984,5821,58,21,213,125,0,0.0,0.0
7185,472717,88,61,149,141,0,0.0,0.0
26162,538351,53,91,38,155,0,0.0,0.0
29394,338078,24,30,99,83,175,0.0,0.0
23605,124368,59,4,230,136,0,0.0,0.0
34550,4440,79,5,248,185,0,0.015067403328270003,-0.03014605954138166
401,80548,15,72,62,80,189,0.0,0.0
10873,11041,11,69,61,76,203,0.0,0.0
30576,466,90,65,17,142,0,-0.1308992675592447,-0.0214106195359553
20050,114253,57,89,52,169,0,0.0,0.0
4546,60711,14,79,52,87,170,0.0,0.0
21450,347493,19,73,62,95,167,0.0,0.0
25828,85756,69,8,255,169,0,0.0,0.0
36063,5953,74,42,88,101,14,-0.029910794252010205,0.0
810,474785,9,29,85,69,199,0.0,0.0
16860,403735,89,83,56,184,0,0.0,0.0
36927,6817,49,11,153,97,68,0.09632405027258556,0.03826297667586875
6906,352220,67,12,254,163,0,0.0,0.0
29936,539380,64,20,238,147,0,0.0,0.0
36042,5932,72,46,52,100,31,-0.13826517935484947,0.04511221032887475
21579,388098,32,18,127,91,107,0.0,0.0
27401,414932,3,8,76,58,156,0.0,0.0
27756,276590,1,74,53,78,137,0.0,0.0
24184,117076,86,12,252,198,0,0.0,0.0
19490,585653,32,5,127,86,73,0.0,0.0
26014,574093,15,17,92,73,177,0.0,0.0
20650,219937,27,53,80,81,170,0.0,0.0
18493,96701,79,81,65,166,0,0.0,0.0
7828,22268,25,24,109,84,153,0.0,0.0
11056,74535,54,31,184,118,40,0.0,0.0
13728,367161,18,97,34,102,74,0.0,0.0
21279,291553,52,65,84,122,67,0.0,0.0
292,393883,90,3,252,204,0,0.0,0.0
28372,306925,8,93,40,90,121,0.0,0.0
28573,94484,57,52,123,107,73,0.0,0.0
25079,368279,30,15,128,91,101,0.0,0.0
27825,518695,54,79,55,141,0,0.0,0.0
33837,3727,81,7,166,103,5,0.016733781794646463,0.06712694158311132
37125,7015,43,44,98,88,0,-0.032252644421814865,-0.048418578457614166
7451,144824,67,44,166,115,0,0.0,0.0
11790,235305,83,77,76,161,0,0.0,0.0
3740,532769,96,81,69,180,0,0.0,0.0
10017,378173,30,69,62,95,139,0.0,0.0
7209,233625,65,69,90,126,0,0.0,0.0
28436,348047,25,27,111,89,154,0.0,0.0
10852,101435,27,15,114,84,121,0.0,0.0
6983,80347,13,71,62,79,198,0.0,0.0
31759,1649,83,66,95,126,0,-0.03451121964800863,-0.06920142621660752
9150,298192,20,32,100,82,194,0.0,0.0
13909,70059,9,55,68,72,212,0.0,0.0
14112,562026,93,22,253,196,0,0.0,0.0
18673,58919,96,87,43,192,0,0.0,0.0
14851,67251,81,47,177,127,0,0.0,0.0
23995,109583,9,91,42,91,128,0.0,0.0
7010,294610,83,67,111,148,0,0.0,0.0
18464,405467,7,15,86,68,178,0.0,0.0
17714,406212,14,60,65,78,212,0.0,0.0
34705,4595,75,38,89,102,0,-0.08000000000000003,-0.08000000000000003
12129,433645,92,77,74,171,0,0.0,0.0
25320,79906,9,30,88,66,211,0.0,0.0
3014,445965,17,25,84,70,184,0.0,0.0
3344,7062,71,20,254,163,0,0.0,0.0
34860,4750,48,27,78,69,138,0.03451121964800863,0.06920142621660752
33112,3002,77,11,255,186,0,0.1287068006749893,0.0
13525,163089,51,37,157,106,78,0.0,0.0
11086,502687,92,15,252,201,0,0.0,0.0
27451,596079,38,87,58,137,0,0.0,0.0
25151,215938,87,54,182,139,0,0.0,0.0
35652,5542,33,59,80,85,137,0.0,0.029910794252010205
31264,1154,46,80,58,56,123,0.0,0.1287068006749893
24448,294888,86,83,48,186,0,0.0,0.0
15180,543188,2,28,78,67,166,0.0,0.0
31482,1372,47,75,63,104,63,-0.048418578457614166,-0.032252644421814865
24165,510853,74,64,114,135,0,0.0,0.0
14804,360636,52,49,45,82,135,-0.0,0.0
35858,5748,37,38,127,88,0,0.06157568056677825,-0.10335206051617353
5047,307094,10,62,63,74,209,0.0,0.0
24998,389325,44,45,116,98,116,0.0,0.0
25107,167070,92,46,217,149,0,0.0,0.0
23583,361780,65,16,246,154,0,0.0,0.0
7696,34769,51,53,107,104,95,0.0,0.0
5679,532306,92,18,253,199,0,0.0,0.0
14243,539925,69,65,103,131,0,0.0,0.0
9238,362378,71,14,254,169,0,0.0,0.0
11118,498392,47,97,38,164,0,0.0,0.0
29867,459095,49,83,51,137,5,0.0,0.0
30509,399,85,58,82,106,28,0.016733781794646463,0.06712694158311132
37363,7253,33,30,125,79,24,0.06920142621660752,-0.03451121964800863
33666,3556,56,34,122,97,35,0.015699044804238282,-0.04715256350368319
7978,213062,58,78,65,135,0,0.0,0.0
28075,402213,74,61,123,132,0,0.0,0.0
9975,459419,53,7,212,125,0,0.0,0.0
26447,299550,33,90,47,117,43,0.0,0.0
35126,5016,12,47,70,51,226,0.032252644421814865,0.048418578457614166
28564,401824,70,72,85,145,0,0.0,0.0
24725,109105,5,13,84,64,179,0.0,0.0
1818,405626,8,74,51,79,172,0.0,0.0
33694,3584,44,12,87,66,119,0.04511221032887475,0.13826517935484947
28941,525,5,25,83,66,195,0.0,0.0
5862,587833,55,13,220,130,0,0.0,0.0
33628,3518,53,33,109,90,99,0.029910794252010205,0.0
34991,4881,29,50,65,72,192,-0.016733781794646463,0.06712694158311132
1321,548644,56,84,46,153,0,0.0,0.0
747,456744,26,32,108,90,160,0.0,0.0
23228,589858,75,38,222,141,0,0.0,0.0
22575,256739,0,67,52,70,141,0.0,0.0
33832,3722,80,10,118,85,43,-0.03826297667586875,0.09632405027258556
20417,464069,0,85,44,79,120,0.0,0.0
21831,6574,65,79,15,148,0,0.0,0.0
37395,7285,36,32,138,91,0,0.03826297667586875,-0.09632405027258556
18403,321049,51,90,40,148,0,0.0,0.0
24628,544422,14,62,71,83,209,0.0,0.0
1921,203888,65,76,72,146,0,0.0,0.0
31236,1126,65,61,92,98,12,-0.015699044804238282,-0.04715256350368319
2467,160839,28,87,50,109,82,0.0,0.0
11879,594237,19,17,99,77,159,0.0,0.0
3268,458902,47,90,41,139,0,0.0,0.0
35676,5566,35,57,91,86,108,0.029910794252010205,0.0
30305,195,70,70,57,115,15,-0.06647615158762404,0.0
8590,249509,27,9,118,83,100,0.0,0.0
25885,335759,1,11,72,54,163,0.0,0.0
13648,454760,6,48,65,68,202,0.0,0.0
7530,550154,72,90,27,195,0,0.0,0.0
35754,5644,28,37,91,69,168,0.08000000000000003,0.08000000000000003
28984,240187,32,59,78,81,152,0.0,0.0
15744,547294,43,34,143,103,95,0.0,0.0
101,590390,80,70,95,150,0,0.0,0.0
11296,257685,10,13,87,68,178,0.0,0.0
19966,524470,12,54,69,74,213,0.0,0.0
63,17322,75,73,42,152,0,0.0,0.0
16169,86015,71,67,73,150,0,0.0,0.0
2604,400253,55,1,218,126,0,0.0,0.0
25154,285395,91,7,252,204,0,0.0,0.0
29852,466587,26,3,110,79,94,0.0,0.0
12490,339776,41,28,146,102,95,0.0,0.0
5224,496396,27,96,37,117,42,0.0,0.0
24344,32691,30,75,55,99,119,0.0,0.0
35039,4929,33,51,71,85,130,-0.029910794252010205,0.0
4391,33242,36,26,135,97,114,0.0,0.0
31801,1691,60,77,76,95,87,-0.015699044804238282,0.04715256350368319
22226,294345,80,69,103,152,0,0.0,0.0
20548,395818,9,38,82,69,192,0.0,0.0
5138,372359,72,23,254,169,0,0.0,0.0
6463,63689,44,57,92,104,119,0.0,0.0
16079,177925,2,29,79,68,171,0.0,0.0
12068,598483,62,91,37,178,0,0.0,0.0
29608,348853,33,33,119,95,130,0.0,0.0
35513,5403,46,43,77,85,126,-0.015699044804238282,0.04715256350368319
26626,244761,79,61,136,122,0,0.0,0.0
36449,6339,33,64,50,101,70,-0.06647615158762404,0.0
7107,379260,42,52,99,100,1,0.0,0.0
18769,100023,13,3,86,61,140,0.0,0.0
9042,559981,72,77,69,159,0,0.0,0.0
33415,3305,69,15,169,113,0,-0.07313727383716523,-0.05474926718086332
21552,73266,41,62,79,103,119,0.0,0.0
32228,2118,61,53,141,89,64,0.1308992675592447,-0.0214106195359553
20745,516337,29,93,41,119,50,0.0,0.0
9403,469085,51,59,96,112,92,0.0,0.0
33590,3480,50,33,85,75,128,0.032252644421814865,0.048418578457614166
19724,50025,6,65,59,69,197,0.0,0.0
20817,592685,3,65,59,70,137,0.0,0.0
9731,227124,0,68,55,68,137,0.0,0.0
36810,6700,42,49,51,91,136,-0.13826517935484947,0.04511221032887475
13792,185095,75,27,250,163,0,0.0,0.0
1715,418582,39,58,73,96,130,0.0,0.0
30397,287,57,43,44,83,116,-0.10335206051617353,0.06157568056677825
24987,583390,9,42,77,70,203,0.0,0.0
18661,563115,4,11,85,67,154,0.0,0.0
23910,204331,70,19,251,163,0,0.0,0.0
25853,532231,91,43,227,151,0,0.0,0.0
16871,338727,30,79,57,106,107,0.0,0.0
37064,6954,38,46,60,84,140,-0.06920142621660752,0.03451121964800863
5220,206503,91,91,23,204,0,0.0,0.0
22940,283067,67,79,64,159,0,0.0,0.0
20391,262791,62,47,160,119,0,0.0,0.0
795,475515,16,59,73,81,211,0.0,0.0
29463,194710,72,70,90,145,0,0.0,0.0
2157,489838,62,38,181,120,0,0.0,0.0
5673,114203,57,39,161,114,47,0.0,0.0
34265,4155,53,44,115,84,118,0.09164721253127672,0.0
17481,499275,57,91,43,175,0,0.0,0.0
29353,7797,79,25,253,171,0,0.0,0.0
26484,84385,54,9,214,125,0,0.0,0.0
27953,417087,24,63,67,87,163,0.0,0.0
5417,569609,70,33,228,141,0,0.0,0.0
6445,514941,15,97,31,100,88,0.0,0.0
35149,5039,14,45,81,59,205,0.06712694158311132,0.016733781794646463
21549,568953,63,77,67,147,0,0.0,0.0
24095,599145,69,53,139,121,0,0.0,0.0
29471,237858,9,30,89,60,211,0.0,0.0
5145,221181,40,67,74,100,110,0.0,0.0
31800,1690,60,76,79,83,91,0.0,0.0467521999912377
20994,591790,94,70,107,154,0,0.0,0.0
971,225304,82,48,204,139,0,0.0,0.0
892,48897,95,37,250,166,0,0.0,0.0
34284,4174,54,51,72,97,94,-0.03014605954138166,-0.015067403328270003
22792,107624,90,32,253,176,0,0.0,0.0
9049,61543,23,11,107,77,126,0.0,0.0
31561,1451,46,90,50,114,75,-0.09632405027258556,0.03826297667586875
34217,4107,48,52,48,81,146,-0.06157568056677825,0.10335206051617353
4953,361974,67,10,254,164,0,0.0,0.0
36664,6554,70,17,215,133,0,0.0,0.0467521999912377
34023,3913,47,44,109,82,109,0.04715256350368319,-0.015699044804238282
19025,350977,54,57,104,119,68,0.0,0.0
4612,560767,80,63,125,139,0,0.0,0.0
22964,307990,19,58,75,84,211,0.0,0.0
36410,6300,30,62,61,91,147,-0.032252644421814865,0.048418578457614166
10859,29631,0,15,76,57,162,0.0,0.0
25856,384697,96,89,38,195,0,0.0,0.0
28280,260753,41,64,74,110,108,0.0,0.0
26157,407062,23,10,108,80,117,0.0,0.0
12234,216028,88,44,222,147,0,0.0,0.0
32800,2690,21,11,64,52,153,0.0,0.1287068006749893
26481,237312,3,84,49,69,143,0.0,0.0
29835,95105,63,85,58,155,0,0.0,0.0
35096,4986,38,52,75,89,11,-0.06157568056677825,-0.10335206051617353
30893,783,67,49,75,79,96,0.016733781794646463,0.06712694158311132
6011,170714,28,90,50,115,68,0.0,0.0
21260,597133,49,41,131,103,95,0.0,0.0
3125,304192,81,60,140,135,0,0.0,0.0
24805,169195,13,71,59,82,191,0.0,0.0
6977,50347,9,87,42,85,144,0.0,0.0
35988,5878,43,13,168,102,3,0.01842431943322176,-0.0927510698353074
23786,494366,7,66,58,78,183,0.0,0.0
15973,470005,61,49,134,119,24,0.0,0.0
21688,490881,72,81,59,175,0,0.0,0.0
4831,265612,90,68,114,154,0,0.0,0.0
142,505803,23,31,104,85,170,0.0,0.0
9932,487285,36,53,95,70,33,0.0,-0.0
7267,115469,70,5,255,173,0,0.0,0.0
26890,280454,40,38,125,99,118,0.0,0.0
12551,240952,40,24,147,97,98,0.0,0.0
3179,393792,89,12,252,201,0,0.0,0.0
33409,3299,69,9,232,154,0,0.032252644421814865,-0.048418578457614166
18488,337922,22,74,60,93,149,0.0,0.0
4101,540855,78,95,18,209,0,0.0,0.0
12865,391057,61,77,66,139,0,0.0,0.0
21981,535285,21,97,33,105,59,0.0,0.0
30173,63,71,65,105,92,44,0.014613556019536122,0.0
8425,90948,21,0,100,67,109,0.0,0.0
29834,369515,42,51,100,101,120,0.0,0.0
6070,498099,44,99,34,159,0,0.0,0.0
37703,7593,43,40,62,77,145,-0.048418578457614166,0.032252644421814865
30560,450,89,62,42,122,0,-0.0467521999912377,0.0
30895,785,67,51,61,85,101,-0.016733781794646463,0.06712694158311132
7051,123678,52,14,202,120,4,0.0,0.0
16815,550689,78,57,149,134,0,0.0,0.0
15420,388578,36,98,32,125,0,0.0,0.0
3901,32097,24,81,55,99,121,0.0,0.0
32204,2094,59,54,122,81,94,0.0927510698353074,0.01842431943322176
33534,3424,43,38,130,83,47,0.10335206051617353,-0.06157568056677825
11973,394522,96,42,231,153,0,0.0,0.0
33932,3822,89,7,249,195,0,0.016733781794646463,-0.06712694158311132
32274,2164,65,56,136,94,0,0.06157568056677825,-0.10335206051617353
37591,7481,24,81,35,100,53,-0.1308992675592447,0.0214106195359553
5628,96385,76,65,114,129,0,0.0,0.0
6234,485861,21,33,104,88,194,0.0,0.0
30050,33405,37,89,48,120,42,0.0,0.0
29585,433407,90,39,241,160,0,0.0,0.0
23523,448200,40,56,85,95,124,0.0,0.0
7534,533011,99,23,253,195,0,0.0,0.0
28717,136442,82,34,245,158,0,0.0,0.0
22642,597799,56,7,224,133,0,0.0,0.0
2141,379059,40,51,98,96,2,-0.0,-0.0
24020,529861,67,73,83,144,0,0.0,0.0
37679,7569,41,38,62,67,168,-0.016733781794646463,0.06712694158311132
15430,44836,54,76,81,126,0,0.0,0.0
22453,271449,49,17,192,117,33,0.0,0.0
33390,3280,67,15,130,92,3,-0.06712694158311132,-0.016733781794646463
35538,5428,48,43,89,92,90,-0.014723162687942437,0.014723162687942437
18136,564757,20,53,80,85,204,0.0,0.0
22516,400215,54,63,95,122,69,0.0,0.0
14092,1959,19,59,73,78,211,0.0,0.0
23226,178120,4,24,83,69,182,0.0,0.0
32513,2403,51,15,143,97,41,0.032252644421814865,-0.048418578457614166
3383,368657,33,93,44,122,31,0.0,0.0
12301,78054,90,78,73,172,0,0.0,0.0
8370,45630,62,70,87,136,0,0.0,0.0
2435,436477,21,9,102,76,134,0.0,0.0
37690,7580,42,39,63,73,158,-0.032252644421814865,0.048418578457614166
27385,114784,63,20,235,144,0,0.0,0.0
20027,190984,35,44,94,97,65,0.0,0.0
8579,173565,58,69,82,131,9,0.0,0.0
25840,158936,9,84,48,86,152,0.0,0.0
30321,211,72,60,146,91,13,0.13826517935484947,-0.04511221032887475
10436,128035,96,99,3,209,0,0.0,0.0
12617,374878,97,42,232,156,0,0.0,0.0
718,367328,20,64,67,88,191,0.0,0.0
27182,17757,80,13,255,189,0,0.0,0.0
26965,359441,40,49,100,95,127,0.0,0.0
2789,338463,28,15,118,87,111,0.0,0.0
30025,481768,80,40,223,146,0,0.0,0.0
15421,293432,71,44,191,130,0,0.0,0.0
29792,324583,88,7,254,204,0,0.0,0.0
34032,3922,47,53,49,94,104,-0.1308992675592447,-0.0214106195359553
14183,278667,22,51,77,83,198,0.0,0.0
6176,542819,98,59,168,142,0,0.0,0.0
35891,5781,35,9,112,76,107,0.10335206051617353,0.06157568056677825
6712,412822,81,98,1,209,0,0.0,0.0
29853,147479,93,99,2,208,0,0.0,0.0
37885,7775,31,94,22,132,0,-0.13826517935484947,-0.04511221032887475
32860,2750,27,9,129,87,68,0.029910794252010205,0.0
4659,191291,38,51,91,98,127,0.0,0.0
5568,376103,9,67,58,75,193,0.0,0.0
5934,583128,6,80,48,83,149,0.0,0.0
17125,391491,66,11,253,161,0,0.0,0.0
31112,1002,85,21,193,130,0,-0.10335206051617353,-0.06157568056677825
7823,156351,83,99,1,212,0,0.0,0.0
13904,365995,7,31,85,71,201,0.0,0.0
31261,1151,68,62,94,117,0,-0.04511221032887475,-0.13826517935484947
1598,185812,82,44,211,142,0,0.0,0.0
9287,494672,10,72,56,82,181,0.0,0.0
24481,117912,94,48,211,148,0,0.0,0.0
23696,292325,60,37,187,120,1,0.0,0.0
35939,5829,38,20,53,71,132,-0.1287068006749893,0.0
32849,2739,26,11,105,77,104,0.0,0.014613556019536122
14044,555183,23,51,68,80,201,0.0,0.0
35938,5828,38,19,64,74,132,-0.09164721253127672,0.0
21013,365560,2,96,39,86,110,0.0,0.0
8779,228001,9,45,76,67,212,0.0,0.0
20825,185392,78,24,255,176,0,0.0,0.0
30412,302,59,33,143,92,75,0.0927510698353074,0.01842431943322176
26231,260667,40,65,72,107,110,0.0,0.0
19682,318958,30,54,82,89,159,0.0,0.0
2132,184065,64,97,25,195,0,0.0,0.0
33841,3731,81,11,113,85,30,-0.05474926718086332,0.07313727383716523
20139,179697,20,1,98,71,102,0.0,0.0
8240,238669,17,41,90,70,220,0.0,0.0
36485,6375,36,62,67,99,8,-0.032252644421814865,-0.048418578457614166
27077,308552,25,20,113,84,134,0.0,0.0
8751,20267,5,23,81,59,190,0.0,0.0
15633,536596,35,13,137,94,85,0.0,0.0
32709,2599,29,24,90,81,133,-0.015067403328270003,0.03014605954138166
24927,482829,91,1,253,203,0,0.0,0.0
10039,521868,86,52,185,144,0,0.0,0.0
23733,527376,41,60,83,103,113,0.0,0.0
28283,505996,25,24,113,88,145,0.0,0.0
1890,316851,9,47,73,71,219,0.0,0.0
7220,580625,81,77,74,173,0,0.0,0.0
34945,4835,55,27,133,95,34,0.032252644421814865,-0.048418578457614166
26324,486511,27,88,52,113,83,0.0,0.0
24171,47310,79,50,178,133,0,0.0,0.0
26539,287518,12,30,87,71,211,0.0,0.0
32029,1919,45,80,68,115,0,-0.04511221032887475,-0.13826517935484947
9253,461400,73,33,187,110,0,0.0,0.0
16530,248149,13,49,74,72,221,0.0,0.0
8771,91655,28,7,116,77,101,0.0,0.0
15594,296381,2,21,81,63,172,0.0,0.0
23497,378866,38,53,70,91,11,-0.0,-0.0
2917,113529,50,20,185,117,41,0.0,0.0
21127,499039,55,22,202,122,0,0.0,0.0
24822,336760,11,12,87,67,172,0.0,0.0
21771,3170,31,70,64,97,131,0.0,0.0
13259,356688,12,96,35,91,99,0.0,0.0
8483,343979,84,59,153,139,0,0.0,0.0
8332,292920,66,32,224,138,0,0.0,0.0
2444,460648,65,36,138,96,72,0.0,0.0
