,Unnamed: 0,X,Y,B,G,R,Gx,Gy
27656,582169,97,21,253,200,0,0.0,0.0
32859,2749,27,8,129,84,59,0.0467521999912377,0.0
20506,398065,33,13,133,93,92,0.0,0.0
34552,4442,79,7,242,175,0,-0.015067403328270003,-0.03014605954138166
26262,221609,45,48,116,98,121,0.0,0.0
9745,176694,89,98,0,212,0,0.0,0.0
16554,535587,24,99,30,109,41,0.0,0.0
2882,450724,66,12,253,161,0,0.0,0.0
19589,193412,59,72,75,134,2,0.0,0.0
25149,249263,24,63,70,86,171,0.0,0.0
30753,643,50,63,51,56,139,-0.0214106195359553,0.1308992675592447
30167,57,70,72,33,126,1,-0.1308992675592447,0.0214106195359553
31146,1036,58,56,99,71,117,0.08000000000000003,0.08000000000000003
17417,8200,83,28,254,173,0,0.0,0.0
13597,221983,49,27,162,104,0,0.0,0.0
24446,136047,78,39,219,140,0,0.0,0.0
17326,419909,54,1,209,121,0,0.0,0.0
26968,299100,29,40,102,88,169,0.0,0.0
17769,125756,72,92,17,198,0,0.0,0.0
13973,536762,36,95,38,123,0,0.0,0.0
15861,169093,12,69,61,82,196,0.0,0.0
1295,342557,69,9,89,71,69,0.0,0.0
8875,2008,20,8,101,72,129,0.0,0.0
16350,200317,29,9,130,86,80,0.0,0.0
6208,380508,55,0,215,124,0,0.0,0.0
22273,595885,36,93,34,143,0,0.0,0.0
28468,429500,51,32,167,113,74,0.0,0.0
1546,410111,54,82,50,143,0,0.0,0.0
32560,2450,23,37,68,71,190,-0.03451121964800863,0.06920142621660752
14449,442958,87,18,253,196,0,0.0,0.0
19726,354002,86,10,251,198,0,0.0,0.0
27620,254690,80,18,255,191,0,0.0,0.0
7360,276655,2,39,69,70,176,0.0,0.0
28500,410088,54,59,101,118,75,0.0,0.0
17881,96961,82,41,222,141,0,0.0,0.0
25156,464094,1,10,78,61,152,0.0,0.0
26945,15950,60,78,38,144,0,0.0,0.0
17131,317605,17,1,90,68,123,0.0,0.0
22106,531972,88,84,50,187,0,0.0,0.0
12221,339500,38,52,88,95,143,0.0,0.0
5981,35500,58,84,47,150,0,0.0,0.0
27443,577381,49,33,156,109,76,0.0,0.0
18590,77631,86,43,225,150,0,0.0,0.0
36527,6417,49,54,74,92,129,-0.016733781794646463,0.06712694158311132
29417,414295,96,71,103,155,0,0.0,0.0
590,38593,90,47,241,144,0,0.0,0.0
29093,62909,36,77,53,107,97,0.0,0.0
23892,244291,74,91,39,179,0,0.0,0.0
4228,158469,5,17,86,65,188,0.0,0.0
11881,278017,16,1,91,66,121,0.0,0.0
34050,3940,49,46,109,89,71,0.015699044804238282,-0.04715256350368319
17875,174398,67,2,253,162,0,0.0,0.0
6569,424505,0,9,74,59,146,0.0,0.0
27239,485026,12,98,35,99,87,0.0,0.0
31294,1184,50,74,80,58,107,0.13826517935484947,0.04511221032887475
30792,682,54,66,52,99,102,-0.06920142621660752,0.03451121964800863
23473,83917,49,41,143,100,86,0.0,0.0
5265,30363,7,47,70,64,204,0.0,0.0
27452,225994,89,38,243,156,0,0.0,0.0
3136,19322,95,78,81,173,0,0.0,0.0
12071,37335,77,19,255,182,0,0.0,0.0
15977,404426,96,74,94,161,0,0.0,0.0
28260,200465,30,83,58,108,94,0.0,0.0
11638,504306,8,34,78,69,210,0.0,0.0
23940,487083,34,25,127,97,107,0.0,0.0
29795,241721,47,93,45,126,0,0.0,0.0
8379,599257,70,65,103,133,0,0.0,0.0
19709,258873,22,1,100,73,106,0.0,0.0
22187,307523,14,91,41,95,117,0.0,0.0
15814,391085,62,5,242,147,0,0.0,0.0
9695,445084,8,44,75,70,205,0.0,0.0
15314,578186,57,38,165,115,49,0.0,0.0
4316,367810,25,46,87,85,182,0.0,0.0
4674,237964,10,36,83,58,217,0.0,0.0
14639,238531,16,3,90,58,130,0.0,0.0
8968,581496,90,48,210,148,0,0.0,0.0
9982,551649,88,17,252,201,0,0.0,0.0
25608,433128,87,60,144,142,0,0.0,0.0
16712,290599,43,11,174,110,45,0.0,0.0
21066,248086,12,86,45,92,140,0.0,0.0
34296,4186,55,50,79,96,88,-0.015067403328270003,-0.03014605954138166
11183,572965,3,89,44,84,124,0.0,0.0
36888,6778,49,46,98,97,1,-0.06157568056677825,-0.10335206051617353
23586,285876,95,88,38,199,0,0.0,0.0
4764,163639,57,8,224,133,0,0.0,0.0
16876,139242,10,34,86,70,212,0.0,0.0
21683,85169,62,51,155,95,58,0.0,0.0
11517,403386,86,34,249,165,0,0.0,0.0
30909,799,68,55,35,109,69,-0.10335206051617353,0.06157568056677825
19414,171676,38,52,85,92,134,0.0,0.0
11041,572987,4,11,81,62,164,0.0,0.0
26678,388252,33,72,67,101,118,0.0,0.0
824,375643,5,7,77,56,167,0.0,0.0
18433,31629,20,13,104,76,144,0.0,0.0
12443,283724,74,36,226,143,0,0.0,0.0
32234,2124,61,59,101,90,63,0.0,-0.014613556019536122
3275,36971,73,55,141,125,0,0.0,0.0
17996,536051,29,63,69,92,145,0.0,0.0
1753,554954,21,22,107,77,168,0.0,0.0
3124,64456,52,24,191,116,29,0.0,0.0
14325,519596,63,80,60,159,0,0.0,0.0
31046,936,80,18,169,115,0,-0.03088667636830605,0.03088667636830605
24964,441170,69,30,233,145,0,0.0,0.0
17835,515246,19,2,95,73,115,0.0,0.0
4876,60443,12,11,88,66,171,0.0,0.0
17897,480149,63,89,36,175,0,0.0,0.0
19059,228940,18,84,47,90,137,0.0,0.0
28537,46619,72,59,127,129,0,0.0,0.0
9717,52583,32,23,129,93,118,0.0,0.0
6608,409201,44,61,86,109,108,0.0,0.0
5089,153359,54,7,218,129,0,0.0,0.0
24989,387151,22,71,62,90,157,0.0,0.0
37034,6924,36,38,100,72,149,0.08000000000000003,0.08000000000000003
37795,7685,24,85,62,78,127,0.06157568056677825,0.10335206051617353
23996,255083,84,11,253,200,0,0.0,0.0
2256,523110,98,94,6,209,0,0.0,0.0
1744,497437,38,37,118,93,128,0.0,0.0
16254,221667,46,6,195,108,0,0.0,0.0
20561,3739,37,39,120,95,135,0.0,0.0
21246,380491,54,83,52,139,0,0.0,0.0
28953,222825,57,69,84,119,50,0.0,0.0
16042,185591,80,23,253,178,0,0.0,0.0
17195,278896,24,80,57,100,123,0.0,0.0
868,159885,19,33,96,80,206,0.0,0.0
27004,233050,59,94,35,168,0,0.0,0.0
25829,132591,42,55,94,99,124,0.0,0.0
15936,17278,75,22,254,172,0,0.0,0.0
23985,388883,40,3,150,93,34,0.0,0.0
8078,561429,87,25,253,186,0,0.0,0.0
15213,368297,30,33,115,94,146,0.0,0.0
2212,529802,67,14,255,174,0,0.0,0.0
3280,192709,52,69,78,126,57,0.0,0.0
36795,6685,41,46,68,83,159,-0.05077710678338576,0.05077710678338576
36382,6272,27,58,70,71,193,0.04511221032887475,0.13826517935484947
26365,505444,19,72,64,89,173,0.0,0.0
8785,117564,91,0,254,207,0,0.0,0.0
7140,130176,18,40,89,76,220,0.0,0.0
16039,479741,59,30,60,80,89,-0.0,0.0
29212,33856,42,40,124,97,127,0.0,0.0
13606,267125,5,81,50,86,151,0.0,0.0
19050,45088,57,28,194,117,16,0.0,0.0
13697,72617,35,13,137,93,85,0.0,0.0
22373,557564,48,60,90,110,93,0.0,0.0
32134,2024,24,91,31,101,12,-0.05077710678338576,-0.05077710678338576
32341,2231,48,37,44,81,129,-0.06712694158311132,0.016733781794646463
3524,261690,51,46,134,110,0,0.0,0.0
9981,146347,82,67,108,146,0,0.0,0.0
35690,5580,36,59,85,89,72,0.0,-0.014613556019536122
14341,509962,64,90,36,177,0,0.0,0.0
36489,6379,37,56,99,87,4,0.08000000000000003,-0.08000000000000003
23108,211241,40,57,88,91,132,0.0,0.0
5079,324602,88,26,254,185,0,0.0,0.0
22291,378574,35,21,134,96,107,0.0,0.0
2558,575383,29,14,121,87,106,0.0,0.0
21799,247911,11,11,88,68,166,0.0,0.0
29297,595930,37,38,110,90,126,0.0,0.0
1773,545946,29,86,52,110,81,0.0,0.0
25674,312212,61,80,58,151,0,0.0,0.0
21870,201151,38,39,110,95,120,0.0,0.0
19798,332807,71,54,135,126,0,0.0,0.0
28190,452573,84,61,139,137,0,0.0,0.0
8520,76411,73,7,253,175,0,0.0,0.0
28821,497889,42,89,48,138,2,0.0,0.0
8667,504921,14,49,74,74,223,0.0,0.0
7319,503755,2,83,46,77,131,0.0,0.0
23490,121593,31,29,118,91,136,0.0,0.0
21678,436,4,36,82,69,196,0.0,0.0
4473,376725,15,89,40,95,123,0.0,0.0
34419,4309,68,32,183,109,0,0.06920142621660752,-0.03451121964800863
28015,588014,56,94,41,172,0,0.0,0.0
31316,1206,51,83,63,90,97,-0.04715256350368319,0.015699044804238282
24698,274133,77,17,254,184,0,0.0,0.0
32473,2363,48,12,133,92,81,0.09164721253127672,0.0
15748,214888,77,4,253,186,0,0.0,0.0
9935,36209,65,93,23,184,0,0.0,0.0
7274,581278,88,30,254,178,0,0.0,0.0
31250,1140,67,57,133,94,0,0.06157568056677825,-0.10335206051617353
27114,452405,82,93,14,206,0,0.0,0.0
2016,360392,50,0,189,109,0,0.0,0.0
11709,303218,71,86,45,181,0,0.0,0.0
32015,1905,43,80,59,99,17,-0.03451121964800863,-0.06920142621660752
1607,584962,25,14,113,83,119,0.0,0.0
37551,7441,21,76,62,82,144,-0.016733781794646463,0.06712694158311132
3605,45474,61,14,239,145,0,0.0,0.0
16399,116902,84,38,237,157,0,0.0,0.0
17942,596643,44,51,100,99,112,0.0,0.0
9452,378976,39,68,66,104,107,0.0,0.0
4604,112526,39,34,124,95,117,0.0,0.0
11588,463487,95,3,253,205,0,0.0,0.0
6147,119267,8,3,79,57,152,0.0,0.0
15660,319172,32,68,68,99,127,0.0,0.0
28212,570040,74,64,112,135,0,0.0,0.0
34633,4523,69,39,55,93,70,-0.09632405027258556,0.03826297667586875
13443,545965,30,5,122,84,80,0.0,0.0
33296,3186,62,35,113,86,1,-0.05474926718086332,-0.07313727383716523
5443,346803,12,83,45,93,150,0.0,0.0
131,2322,23,22,109,83,157,0.0,0.0
37820,7710,26,92,19,102,31,-0.07313727383716523,0.05474926718086332
4643,201734,44,22,184,112,0,0.0,0.0
36935,6825,49,19,79,79,110,-0.048418578457614166,0.032252644421814865
497,377775,26,39,98,67,194,0.0,0.0
10528,303768,77,36,230,147,0,0.0,0.0
3664,401203,64,51,139,119,24,0.0,0.0
4826,563446,7,42,70,66,186,0.0,0.0
26726,381764,67,56,131,122,8,0.0,0.0
22558,199601,21,61,73,86,194,0.0,0.0
28257,278068,16,52,76,79,222,0.0,0.0
13402,468980,50,28,141,87,102,0.0,0.0
13461,34468,48,52,107,103,105,0.0,0.0
35521,5411,47,39,110,85,106,0.048418578457614166,0.032252644421814865
37126,7016,43,45,96,89,1,-0.05077710678338576,-0.05077710678338576
19207,566263,36,87,52,118,44,0.0,0.0
30950,840,72,46,132,97,30,0.06712694158311132,-0.016733781794646463
9395,36117,65,1,251,156,0,0.0,0.0
22708,237960,10,32,88,59,217,0.0,0.0
29846,478157,43,1,164,98,1,0.0,0.0
12447,176351,86,55,173,141,0,0.0,0.0
10252,383280,82,72,91,150,0,0.0,0.0
10518,352128,66,13,253,161,0,0.0,0.0
21423,108849,2,57,60,68,156,0.0,0.0
23373,39318,98,30,253,182,0,0.0,0.0
25354,9616,97,44,226,152,0,0.0,0.0
32730,2620,31,19,137,88,63,0.06647615158762404,0.0
7173,73981,48,77,59,130,44,0.0,0.0
29354,165761,79,37,231,147,0,0.0,0.0
26561,181910,42,14,59,54,128,0.0,0.0
26221,190368,28,83,55,107,98,0.0,0.0
23925,313737,77,37,211,139,0,0.0,0.0
763,220794,36,31,63,71,148,0.0,0.0
34950,4840,55,32,88,87,56,-0.05077710678338576,-0.05077710678338576
22308,332008,62,53,109,114,52,0.0,0.0
32952,2842,37,21,82,71,149,0.0,0.0467521999912377
2415,41659,21,71,61,87,164,0.0,0.0
5066,510488,70,48,176,126,0,0.0,0.0
6840,440705,64,65,98,134,0,0.0,0.0
23978,125320,68,56,135,115,38,0.0,0.0
19430,405644,8,92,37,90,122,0.0,0.0
12731,564847,21,48,84,82,202,0.0,0.0
19153,45142,57,82,54,162,0,0.0,0.0
1953,411792,71,68,94,138,0,0.0,0.0
13587,468055,40,71,69,111,97,0.0,0.0
30786,676,54,60,90,75,122,0.03088667636830605,0.03088667636830605
7835,323352,75,76,79,163,0,0.0,0.0
4820,593093,7,73,58,76,161,0.0,0.0
21050,24710,49,66,78,113,82,0.0,0.0
8507,554547,17,15,97,73,158,0.0,0.0
29890,339727,40,79,55,118,74,0.0,0.0
20504,533083,99,95,19,207,0,0.0,0.0
6412,331658,58,82,52,147,0,0.0,0.0
15664,403233,84,81,64,181,0,0.0,0.0
9759,59606,3,74,50,72,162,0.0,0.0
14817,428165,37,52,101,67,55,0.0,-0.0
14278,321603,58,15,226,136,0,0.0,0.0
24390,102931,42,32,138,101,104,0.0,0.0
32999,2889,41,18,142,91,61,0.04715256350368319,-0.015699044804238282
31299,1189,50,79,74,59,113,0.015067403328270003,0.03014605954138166
16989,208098,7,86,47,81,146,0.0,0.0
15,22330,25,86,54,102,104,0.0,0.0
21249,314801,88,97,5,212,0,0.0,0.0
22796,141036,28,28,111,88,146,0.0,0.0
37865,7755,30,87,54,102,34,0.014723162687942437,-0.014723162687942437
13871,214290,71,6,254,173,0,0.0,0.0
22150,153241,52,89,41,155,0,0.0,0.0
19433,44598,52,38,151,109,78,0.0,0.0
24112,69840,7,36,80,69,205,0.0,0.0
3952,585070,26,22,116,87,139,0.0,0.0
309,309590,35,58,76,94,146,0.0,0.0
9675,243156,63,51,137,109,37,0.0,0.0
26259,152043,40,91,46,139,0,0.0,0.0
29035,493915,3,15,80,67,163,0.0,0.0
14228,88664,98,16,251,201,0,0.0,0.0
17533,34007,43,91,41,131,0,0.0,0.0
2517,55069,57,92,37,168,0,0.0,0.0
20617,348892,33,72,59,107,113,0.0,0.0
31711,1601,79,66,77,113,0,-0.029910794252010205,0.0
2128,515347,20,3,98,73,113,0.0,0.0
17086,58741,95,9,252,206,0,0.0,0.0
29004,301183,51,39,166,94,10,0.0,0.0
4866,321976,62,0,238,145,0,0.0,0.0
34732,4622,54,42,96,78,126,0.03451121964800863,0.06920142621660752
20226,199704,22,64,71,87,176,0.0,0.0
722,509258,57,86,46,155,0,0.0,0.0
34457,4347,72,34,194,124,0,0.04511221032887475,-0.13826517935484947
1111,441720,74,80,63,172,0,0.0,0.0
31288,1178,49,80,65,56,122,0.0,0.0467521999912377
10096,21721,19,77,57,91,158,0.0,0.0
17333,76622,75,18,101,78,56,-0.0,0.0
32862,2752,27,12,111,82,87,-0.014613556019536122,0.0
637,26360,67,44,88,104,0,0.0,0.0
18790,46330,69,70,87,139,0,0.0,0.0
24825,576941,44,93,42,143,0,0.0,0.0
30665,555,41,82,45,102,98,-0.09632405027258556,0.03826297667586875
23130,470523,66,67,95,132,0,0.0,0.0
8888,498544,49,65,55,125,79,0.0,0.0
9814,143185,51,5,202,115,0,0.0,0.0
2228,548631,56,71,75,133,14,0.0,0.0
7380,404572,98,20,251,200,0,0.0,0.0
27976,340794,51,46,129,107,90,0.0,0.0
29722,168085,2,61,58,73,150,0.0,0.0
28094,133252,49,16,187,115,34,0.0,0.0
21996,246658,98,58,177,133,0,0.0,0.0
34186,4076,84,15,253,192,0,0.05474926718086332,-0.07313727383716523
7879,122181,37,17,143,98,90,0.0,0.0
36773,6663,39,42,73,63,193,0.01842431943322176,0.0927510698353074
15347,67577,84,73,90,157,0,0.0,0.0
16454,582158,97,10,251,206,0,0.0,0.0
7878,496470,28,70,65,99,131,0.0,0.0
16038,410659,60,35,193,127,0,0.0,0.0
26979,161384,34,32,126,95,130,0.0,0.0
22152,30583,9,67,59,74,200,0.0,0.0
17562,93617,47,74,74,60,116,0.0,0.0
4210,560614,79,10,254,189,0,0.0,0.0
31031,921,79,15,210,141,0,0.015699044804238282,0.04715256350368319
37578,7468,23,81,36,96,77,-0.13826517935484947,0.04511221032887475
30870,760,61,63,94,98,1,-0.01842431943322176,-0.0927510698353074
7377,423997,95,1,252,205,0,0.0,0.0
2010,556640,39,36,139,101,0,0.0,-0.0
24821,453223,91,11,253,205,0,0.0,0.0
33312,3202,60,11,86,68,94,0.0,0.1287068006749893
31837,1727,63,75,93,94,66,0.014613556019536122,0.0
10190,493082,94,82,60,187,0,0.0,0.0
32087,1977,20,94,21,97,40,-0.1308992675592447,0.0214106195359553
1902,129047,7,11,81,56,174,0.0,0.0
10281,306581,5,49,71,72,192,0.0,0.0
36858,6748,46,46,86,95,74,-0.048418578457614166,-0.032252644421814865
31075,965,82,22,115,89,0,-0.1287068006749893,0.0
3759,535831,27,43,68,67,201,0.0,0.0
16347,99331,6,11,82,58,179,0.0,0.0
6249,33868,42,52,98,97,130,0.0,0.0
6047,121573,31,9,124,87,91,0.0,0.0
18996,192213,47,73,67,121,69,0.0,0.0
2957,190739,32,94,38,122,30,0.0,0.0
17473,452407,82,95,8,209,0,0.0,0.0
19310,517035,36,91,46,126,16,0.0,0.0
6907,152770,48,18,180,115,41,0.0,0.0
9751,380872,58,64,95,123,44,0.0,0.0
29091,573770,11,94,38,93,105,0.0,0.0
12312,557916,52,12,204,120,0,0.0,0.0
18130,415516,8,92,38,91,124,0.0,0.0
7078,441773,75,33,239,152,0,0.0,0.0
9114,555356,25,24,114,78,142,0.0,0.0
944,529589,65,1,252,159,0,0.0,0.0
22165,549389,64,34,61,84,90,-0.0,0.0
25629,318275,23,71,63,90,148,0.0,0.0
32089,1979,21,83,71,69,125,0.09164721253127672,0.0
32270,2160,64,60,101,102,0,-0.016733781794646463,-0.06712694158311132
9780,208418,11,6,82,55,166,0.0,0.0
33015,2905,42,21,126,90,61,0.0,-0.029910794252010205
5977,183633,60,65,97,131,19,0.0,0.0
11520,75397,62,93,24,181,0,0.0,0.0
8062,555151,23,19,112,79,145,0.0,0.0
30714,604,45,80,57,104,57,-0.048418578457614166,-0.032252644421814865
28227,249241,24,41,85,81,192,0.0,0.0
8559,144635,65,55,129,120,20,0.0,0.0
7218,53829,44,69,59,110,109,0.0,0.0
32271,2161,64,61,98,107,0,-0.03451121964800863,-0.06920142621660752
37627,7517,27,79,43,98,18,-0.06920142621660752,-0.03451121964800863
25168,351819,62,99,16,196,0,0.0,0.0
17536,409418,46,98,32,156,0,0.0,0.0
13786,125590,71,26,247,156,0,0.0,0.0
2218,382542,75,34,234,147,0,0.0,0.0
4313,221756,47,0,184,102,0,0.0,0.0
22658,464588,6,4,77,58,151,0.0,0.0
36369,6259,65,27,100,86,1,-0.08000000000000003,-0.08000000000000003
9352,48238,88,78,69,169,0,0.0,0.0
10204,395093,2,13,78,63,146,0.0,0.0
10807,31318,17,2,91,64,121,0.0,0.0
36199,6089,53,33,120,91,86,0.04715256350368319,-0.015699044804238282
18858,339537,38,89,47,120,36,0.0,0.0
6765,49454,0,94,42,77,118,0.0,0.0
2945,497961,43,61,51,105,131,0.0,0.0
3188,570723,81,47,199,139,0,0.0,0.0
27924,126895,85,54,199,128,0,0.0,0.0
8031,480262,65,13,251,164,0,0.0,0.0
21380,473610,97,54,193,144,0,0.0,0.0
16568,214981,77,97,9,206,0,0.0,0.0
10074,591060,87,40,232,152,0,0.0,0.0
36849,6739,46,37,141,86,45,0.13826517935484947,-0.04511221032887475
27783,13946,40,74,61,111,98,0.0,0.0
20455,304701,86,69,108,150,0,0.0,0.0
29069,511468,81,24,245,175,0,0.0,0.0
30962,852,73,45,150,99,11,0.09632405027258556,-0.03826297667586875
19761,227292,2,36,74,64,169,0.0,0.0
35995,5885,44,14,172,107,0,0.0,-0.1287068006749893
29675,257320,6,48,71,70,202,0.0,0.0
9797,36810,71,94,19,198,0,0.0,0.0
23503,90360,15,12,95,65,168,0.0,0.0
8784,319553,36,49,97,94,143,0.0,0.0
29700,372145,70,9,255,172,0,0.0,0.0
22402,329928,41,52,97,97,128,0.0,0.0
37815,7705,26,87,57,95,90,0.015699044804238282,0.04715256350368319
30994,884,76,47,142,106,0,0.06157568056677825,-0.10335206051617353
8463,428922,45,54,109,97,19,0.0,0.0
3925,89217,3,69,58,62,172,0.0,0.0
34939,4829,54,33,73,87,70,-0.06920142621660752,-0.03451121964800863
8730,461992,80,3,253,190,0,0.0,0.0
33337,3227,63,12,116,90,71,-0.015699044804238282,0.04715256350368319
21946,542125,91,65,128,143,0,0.0,0.0
32077,1967,20,84,65,65,130,0.06712694158311132,0.016733781794646463
1360,131626,32,90,49,117,58,0.0,0.0
5950,357556,21,64,67,85,181,0.0,0.0
9143,436460,20,92,38,103,92,0.0,0.0
8884,121446,29,82,54,105,100,0.0,0.0
15255,546292,33,32,124,96,125,0.0,0.0
15539,251970,51,70,75,126,59,0.0,0.0
4905,417063,24,39,93,86,178,0.0,0.0
15256,364213,89,49,207,147,0,0.0,0.0
36347,6237,63,27,82,85,48,-0.06920142621660752,-0.03451121964800863
31183,1073,61,58,99,84,98,0.03014605954138166,0.015067403328270003
29495,98479,97,59,165,135,0,0.0,0.0
2341,282514,62,26,220,136,0,0.0,0.0
19748,404592,98,40,243,162,0,0.0,0.0
27481,344446,89,26,254,188,0,0.0,0.0
35139,5029,13,48,73,60,215,0.015067403328270003,0.03014605954138166
10502,293939,76,51,179,136,0,0.0,0.0
528,386940,20,55,47,71,41,-0.0,-0.0
11659,472886,90,30,252,179,0,0.0,0.0
2369,463548,95,64,140,147,0,0.0,0.0
31905,1795,33,79,55,53,144,-0.0214106195359553,0.1308992675592447
11647,189840,22,84,53,103,119,0.0,0.0
24671,445824,15,84,49,91,142,0.0,0.0
28606,526234,30,18,128,91,105,0.0,0.0
13412,116634,81,70,96,159,0,0.0,0.0
22775,460240,61,28,208,123,1,0.0,0.0
2631,372500,73,64,109,134,0,0.0,0.0
11226,323423,76,47,195,137,0,0.0,0.0
29201,213943,67,59,118,119,0,0.0,0.0
7715,555229,23,97,32,107,53,0.0,0.0
29786,88944,0,96,41,70,116,0.0,0.0
26276,164930,71,6,255,174,0,0.0,0.0
303,204246,69,34,222,139,0,0.0,0.0
4162,147881,98,1,252,206,0,0.0,0.0
29837,535419,23,31,100,81,181,0.0,0.0
29272,77310,82,76,75,166,0,0.0,0.0
4536,402676,79,24,254,174,0,0.0,0.0
4597,223679,66,23,241,145,0,0.0,0.0
26632,599351,71,59,125,129,0,0.0,0.0
30768,658,52,64,58,73,134,-0.03451121964800863,0.06920142621660752
11540,293654,73,66,107,139,0,0.0,0.0
16849,601657,94,65,128,144,0,0.0,0.0
9470,429268,49,0,189,108,0,0.0,0.0
22924,94383,56,42,152,108,73,0.0,0.0
20593,434678,3,10,82,63,160,0.0,0.0
27274,210240,30,35,112,88,157,0.0,0.0
30275,165,68,65,99,88,80,0.015067403328270003,0.03014605954138166
37180,7070,67,33,61,85,78,-0.07313727383716523,0.05474926718086332
14903,403872,91,20,253,197,0,0.0,0.0
27650,588891,65,71,85,134,0,0.0,0.0
21507,232960,59,4,236,139,0,0.0,0.0
31127,1017,87,18,245,176,0,-0.03826297667586875,-0.09632405027258556
33988,3878,44,47,81,77,156,0.0,0.029910794252010205
25666,406823,20,71,59,89,163,0.0,0.0
28043,414395,97,71,105,156,0,0.0,0.0
34180,4070,83,19,226,160,0,-0.015699044804238282,-0.04715256350368319
29383,12569,26,97,29,107,43,0.0,0.0
14885,32680,30,64,69,91,151,0.0,0.0
37653,7543,30,75,65,101,4,0.0,-0.09164721253127672
27448,355734,3,42,68,65,180,0.0,0.0
3909,32176,25,60,72,85,181,0.0,0.0
37209,7099,70,24,202,123,0,0.09164721253127672,0.0
18704,559711,70,7,255,175,0,0.0,0.0
19703,335432,97,84,65,181,0,0.0,0.0
15919,384534,95,26,254,190,0,0.0,0.0
2019,236328,94,0,251,200,0,0.0,0.0
36667,6557,70,20,166,107,8,-0.05077710678338576,0.05077710678338576
567,592009,96,89,40,197,0,0.0,0.0
34655,4545,71,36,88,96,48,-0.029910794252010205,0.0
17229,397636,28,63,29,80,41,0.0,0.0
32692,2582,28,19,116,81,117,0.07313727383716523,0.05474926718086332
2430,576834,43,86,51,133,0,0.0,0.0
4486,336391,7,43,77,72,198,0.0,0.0
14404,51475,21,15,106,78,149,0.0,0.0
18329,122907,44,43,120,98,118,0.0,0.0
5645,354066,86,74,84,163,0,0.0,0.0
28892,601627,94,35,254,173,0,0.0,0.0
23871,508600,51,28,177,112,51,0.0,0.0
28072,440298,60,58,113,124,44,0.0,0.0
24196,564392,16,88,44,95,124,0.0,0.0
33407,3297,69,7,244,166,0,0.07313727383716523,-0.05474926718086332
2570,226984,99,28,254,187,0,0.0,0.0
21631,476231,23,75,64,94,142,0.0,0.0
27655,282046,57,58,107,118,59,0.0,0.0
22647,410366,57,42,106,103,1,0.0,0.0
26787,329586,38,10,148,96,74,0.0,0.0
33146,3036,79,20,208,137,0,-0.048418578457614166,-0.032252644421814865
13242,150527,25,54,79,88,181,0.0,0.0
11278,23146,34,2,132,86,62,0.0,0.0
18140,576697,42,49,102,99,119,0.0,0.0
13526,226356,93,0,252,202,0,0.0,0.0
18803,248796,19,96,35,101,74,0.0,0.0
35683,5573,35,65,41,95,47,-0.1287068006749893,0.0
11802,562320,96,16,251,201,0,0.0,0.0
24146,66059,68,59,40,120,37,0.0,0.0
15909,63666,44,34,145,104,106,0.0,0.0
3283,98052,93,32,255,176,0,0.0,0.0
7257,239789,28,61,75,80,164,0.0,0.0
17522,95371,66,51,144,114,15,0.0,0.0
30549,439,88,63,28,123,0,-0.06712694158311132,0.016733781794646463
6574,27869,82,53,181,137,0,0.0,0.0
7803,357337,19,45,84,80,214,0.0,0.0
24686,133656,53,20,198,119,18,0.0,0.0
35404,5294,48,31,117,86,112,0.0927510698353074,0.01842431943322176
12566,142660,45,75,75,79,9,0.0,-0.0
24187,323120,73,44,202,135,0,0.0,0.0
23898,310887,48,55,98,107,103,0.0,0.0
7956,171286,34,62,74,97,135,0.0,0.0
35383,5273,46,35,72,72,147,0.015699044804238282,0.04715256350368319
35152,5042,14,48,77,66,208,0.014723162687942437,0.014723162687942437
158,340585,49,37,153,109,81,0.0,0.0
15853,486750,30,43,103,84,166,0.0,0.0
35146,5036,13,55,48,72,199,-0.13826517935484947,0.04511221032887475
6702,454462,3,50,58,64,170,0.0,0.0
18466,187762,1,94,42,84,116,0.0,0.0
27324,553112,2,80,49,80,127,0.0,0.0
2060,10254,3,82,47,78,152,0.0,0.0
881,420367,58,71,78,133,6,0.0,0.0
14063,521778,85,62,133,144,0,0.0,0.0
35077,4967,36,51,78,86,61,-0.032252644421814865,-0.048418578457614166
32418,2308,42,19,50,65,137,-0.04511221032887475,0.13826517935484947
15739,582537,0,89,44,79,110,0.0,0.0
21343,319202,32,98,25,121,1,0.0,0.0
23434,339000,33,52,83,90,152,0.0,0.0
4883,16513,66,53,153,110,30,0.0,0.0
24709,555929,31,67,69,97,130,0.0,0.0
25653,378157,30,42,95,62,169,0.0,0.0
6762,448012,38,42,112,94,132,0.0,0.0
6615,588952,66,32,223,138,0,0.0,0.0
22441,384064,90,56,175,141,0,0.0,0.0
4802,320039,41,35,134,97,117,0.0,0.0
35494,5384,44,42,74,78,157,0.0,0.09164721253127672
30157,47,70,62,127,91,53,0.06712694158311132,0.016733781794646463
6299,10201,3,29,82,66,186,0.0,0.0
4179,599670,74,78,71,165,0,0.0,0.0
33246,3136,58,33,104,83,81,-0.014613556019536122,0.0
15618,491222,76,22,254,175,0,0.0,0.0
22889,406728,19,76,56,94,160,0.0,0.0
8600,474134,2,78,52,77,132,0.0,0.0
30997,887,76,50,108,109,0,0.0,-0.09164721253127672
36055,5945,73,46,52,97,19,-0.1308992675592447,0.0214106195359553
11519,526949,37,33,111,90,117,0.0,0.0
